37,0.4319689367,0.8488108097,0.0021703991,0.0005318831,0.8259999752,0.9449999928,1
42,0.6697700454,0.8106190477,0.002797086,0.0002560929,0.7910000086,0.8759999871,1
6,1.4253521616,0.6403333346,0.0010894303,0.000890222,0.601000011,0.6859999895,0
11,0.5497786603,1.3212727308,0.0001903859,0.0006918353,1.2619999647,1.3489999771,0
13,2.0507618054,5.1854615578,0.0002665402,0.0029739375,5.0900001526,5.2680001259,0
126,1.7424203066,2.4438412681,0.0269374872,0.0087788173,2.3289999962,2.7139999866,0
22,1.3911066864,0.4902272726,0.0010326467,0.0003114483,0.4519999921,0.5419999957,0
34,1.2631819865,2.7194705781,0.0018324641,0.0005730716,2.6830000877,2.7679998875,0
29,1.1213739859,2.5421034303,0.0013327012,0.0011637475,2.4460000992,2.5850000381,0
64,0.9184794619,2.1316249967,0.0064969183,0.0924704803,1.6480000019,2.7179999352,0
561,-0.8770279922,0.9213778998,0.4993187129,0.0265872129,0.6740000248,1.2059999704,0
