4.900000000000000000e+01,4.323251263371535869e-01,6.859591870891804666e-01,3.888407682503848984e-03,3.120390915442320052e-04,6.669999957084655762e-01,7.659999728202819824e-01,1.000000000000000000e+00
5.900000000000000000e+01,1.955951971325518235e+00,1.520745758282936233e+00,5.824407925662081036e-03,8.176474339109860399e-04,1.467000007629394531e+00,1.598000049591064453e+00,0.000000000000000000e+00
2.200000000000000000e+01,1.769327465677633882e+00,4.376818212595852686e-01,7.663031847788076773e-04,4.932672197881992834e-03,3.600000143051147461e-01,6.280000209808349609e-01,0.000000000000000000e+00
5.000000000000000000e+01,1.612247834214940667e+00,3.316939988136291539e+00,3.964786042986005905e-03,4.942576063725961748e-03,3.124000072479248047e+00,3.451999902725219727e+00,0.000000000000000000e+00
2.100000000000000000e+01,1.457349864300340414e+00,3.044000001180739545e+00,6.980815761960150814e-04,1.027906121031417182e-03,3.003000020980834961e+00,3.095999956130981445e+00,0.000000000000000000e+00
2.700000000000000000e+01,1.348266786895692348e+00,2.799592583267777268e+00,1.155007698797043229e-03,2.072684684297116785e-03,2.707000017166137695e+00,2.864000082015991211e+00,0.000000000000000000e+00
3.300000000000000000e+01,1.208640447817742825e+00,2.487999988324714362e+00,1.726165352048328414e-03,9.632845497599072312e-03,2.318000078201293945e+00,2.611999988555908203e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.082104078028351068e+00,2.453545462001453625e+00,1.903858844170950616e-04,3.942470313814204334e-04,2.407000064849853516e+00,2.473999977111816406e+00,0.000000000000000000e+00
6.900000000000000000e+01,8.944811848923563957e-01,1.935260871182317377e+00,7.551973415211439035e-03,1.826569890878102084e-03,1.871999979019165039e+00,2.046999931335449219e+00,0.000000000000000000e+00
4.100000000000000000e+01,6.457717684097588062e-01,2.284951215837059735e+00,2.665402381839330863e-03,8.683883602024712513e-04,2.203000068664550781e+00,2.315999984741210938e+00,0.000000000000000000e+00
5.530000000000000000e+02,-8.944812845438718796e-01,8.286347186586956459e-01,4.851793878485248790e-01,6.139609806055170566e-02,6.340000033378601074e-01,1.866000056266784668e+00,0.000000000000000000e+00
