7.300000000000000000e+01,-3.405185659760481820e-01,7.962602785188858112e-01,1.070878264084659456e-02,1.183973233825083701e-03,7.409999966621398926e-01,9.039999842643737793e-01,1.000000000000000000e+00
2.870000000000000000e+02,4.668755214661359787e-01,8.780696855189492611e-01,1.306808710638940885e-01,3.208309587622393266e-02,7.120000123977661133e-01,1.381000041961669922e+00,0.000000000000000000e+00
2.300000000000000000e+02,1.599157864926382899e+00,7.959565227446349089e-01,8.392685749816590490e-02,9.555641664693921566e-03,6.449999809265136719e-01,1.069000005722045898e+00,0.000000000000000000e+00
6.000000000000000000e+00,-3.381575897801667452e-01,3.682000041007995605e+00,5.552921628831939072e-05,1.153337809256527180e-04,3.667000055313110352e+00,3.693000078201293945e+00,0.000000000000000000e+00
5.600000000000000000e+01,-6.348635603208094835e-01,5.953035703727176831e+00,4.973831230396608648e-03,1.283857981462615616e-03,5.907000064849853516e+00,6.030000209808349609e+00,0.000000000000000000e+00
7.000000000000000000e+00,-8.072148226201534271e-01,5.927714279719761059e+00,7.615435376683802465e-05,2.050622891945341471e-04,5.896999835968017578e+00,5.941999912261962891e+00,0.000000000000000000e+00
6.200000000000000000e+01,-1.000608562431748894e+00,1.509790320550241871e+00,6.329270756263173300e-03,1.280552972785776967e-03,1.432000041007995605e+00,1.616999983787536621e+00,0.000000000000000000e+00
1.100000000000000000e+01,-1.165007316507399082e+00,3.844272700223055672e+00,1.903858844170950616e-04,1.244165031228716863e-02,3.665999889373779297e+00,4.006999969482421875e+00,0.000000000000000000e+00
1.100000000000000000e+01,-1.239183809142559767e+00,3.336909099058671391e+00,1.903858844170950616e-04,4.634628413811720145e-03,3.243999958038330078e+00,3.436000108718872070e+00,0.000000000000000000e+00
2.300000000000000000e+01,-1.313360301777720451e+00,4.425652156705441875e-01,8.376978914352180543e-04,1.699637045106846579e-03,3.919999897480010986e-01,5.329999923706054688e-01,0.000000000000000000e+00
1.400000000000000000e+01,-1.394081779057160020e+00,3.331714272499084473e+00,3.093770621777794209e-04,1.085203111421557389e-03,3.273000001907348633e+00,3.369999885559082031e+00,0.000000000000000000e+00
2.500000000000000000e+01,-1.479166579432785511e+00,3.072879991531372035e+00,9.900065989688943205e-04,2.080744831217452764e-03,3.019000053405761719e+00,3.210000038146972656e+00,0.000000000000000000e+00
2.700000000000000000e+01,-1.592612979933619499e+00,2.829222211131343201e+00,1.155007698797043229e-03,2.071356471815313273e-03,2.740999937057495117e+00,2.895999908447265625e+00,0.000000000000000000e+00
4.000000000000000000e+01,-1.751874272944405675e+00,2.528949987888336359e+00,2.536891909857791859e-03,8.332447177406122549e-03,2.346999883651733398e+00,2.654000043869018555e+00,0.000000000000000000e+00
4.700000000000000000e+01,-1.998402027878910303e+00,2.002063832384474829e+00,3.503100273274549134e-03,1.381336600377928948e-03,1.937000036239624023e+00,2.105000019073486328e+00,0.000000000000000000e+00
