5.100000000000000000e+01,-6.333663416113338718e-01,2.760392142277138028e+00,6.713509295618553807e-01,2.217934150098062940e+00,1.055999994277954102e+00,5.618999958038330078e+00,0.000000000000000000e+00
2.200000000000000000e+01,-2.052943566581234336e+00,2.216272733428261699e+00,7.663031847788076773e-04,7.841013963656818381e-03,2.061000108718872070e+00,2.348000049591064453e+00,0.000000000000000000e+00
3.100000000000000000e+01,-1.937315504532307386e+00,2.043322570862308840e+00,1.523087075336760276e-03,3.550800190097385105e-03,1.973999977111816406e+00,2.188999891281127930e+00,0.000000000000000000e+00
6.000000000000000000e+00,-1.856594027252867818e+00,2.404666701952616226e+00,5.552921628831939072e-05,2.859219211158701285e-03,2.311000108718872070e+00,2.467999935150146484e+00,0.000000000000000000e+00
1.700000000000000000e+01,-1.797689165454357862e+00,5.575882301611059244e-01,4.569261226010280395e-04,2.550359472753479465e-03,5.040000081062316895e-01,6.710000038146972656e-01,0.000000000000000000e+00
1.600000000000000000e+01,-1.725694334367290139e+00,2.642687499523162842e+00,4.045700043863269518e-04,2.879215272134416637e-03,2.548000097274780273e+00,2.696000099182128906e+00,0.000000000000000000e+00
5.500000000000000000e+01,-1.509709841106086969e+00,2.168999997052279305e+00,4.797724287310796421e-03,1.286906081498100140e-04,2.154999971389770508e+00,2.237999916076660156e+00,0.000000000000000000e+00
5.700000000000000000e+01,-1.265363747719675303e+00,2.595245616477832584e+00,5.153111271556041692e-03,7.478008306049695533e-03,2.351000070571899414e+00,2.697000026702880859e+00,0.000000000000000000e+00
7.000000000000000000e+00,-1.125737408641725779e+00,2.588857139859880530e+00,7.615435376683802465e-05,1.538122508616986692e-03,2.540999889373779297e+00,2.638999938964843750e+00,0.000000000000000000e+00
3.100000000000000000e+01,-1.042834269814193249e+00,2.781451609826857130e+00,1.523087075336760276e-03,3.003343691553964599e-03,2.697999954223632812e+00,2.865999937057495117e+00,0.000000000000000000e+00
3.700000000000000000e+01,-8.901179614476859570e-01,2.968702702908902591e+00,2.170399082354883269e-03,3.257831761077867056e-03,2.882999897003173828e+00,3.102999925613403320e+00,0.000000000000000000e+00
6.900000000000000000e+01,-6.152286063879728317e-01,3.302333330762559083e+00,7.551973415211439035e-03,6.665958203862636100e-02,2.992000102996826172e+00,3.901999950408935547e+00,0.000000000000000000e+00
1.100000000000000000e+01,-4.406956825405359268e-01,1.076090910217978758e+00,1.903858844170950616e-04,1.633537420494540890e-03,1.031999945640563965e+00,1.175999999046325684e+00,0.000000000000000000e+00
1.400000000000000000e+01,-3.861541438382118940e-01,4.882999999182564999e+00,3.093770621777794209e-04,1.598029204615738705e-02,4.652999877929687500e+00,5.005000114440917969e+00,0.000000000000000000e+00
9.000000000000000000e+00,-3.316126051358878613e-01,5.181444485982258819e+00,1.269239229447300321e-04,2.522457755023626387e-04,5.159999847412109375e+00,5.219999790191650391e+00,0.000000000000000000e+00
3.900000000000000000e+01,-2.094395584426820278e-01,5.599923084943722706e+00,2.411554535949871070e-03,5.388486218970834143e-03,5.482999801635742188e+00,5.737999916076660156e+00,0.000000000000000000e+00
1.000000000000000000e+01,-9.381149639375507832e-02,3.545200037956237615e+00,1.570683546441033987e-04,4.659604139766315841e-04,3.523999929428100586e+00,3.594000101089477539e+00,0.000000000000000000e+00
7.700000000000000000e+01,9.599305829033255577e-02,8.098571416619536611e-01,9.405062690204498213e-03,2.565473014808873718e-03,7.429999709129333496e-01,9.390000104904174805e-01,1.000000000000000000e+00
1.800000000000000000e+01,3.687007518019527197e-01,3.062833335664537415e+00,5.124553388893476674e-04,3.522492270342157086e-04,3.036000013351440430e+00,3.088999986648559570e+00,0.000000000000000000e+00
3.860000000000000000e+02,1.258818663423880935e+00,6.018186523506678931e-01,2.363878737393756146e-01,3.618233453581733150e-02,4.659999907016754150e-01,1.320000052452087402e+00,0.000000000000000000e+00
